,tconst,averageRating,numVotes,weightedRating,primaryTitle,startYear,runtimeMinutes
55172,tt0056217,8.1,63543,7.789416441728878,The Man Who Shot Liberty Valance,1962,123
51361,tt0052311,8.0,93496,7.789022414258709,Touch of Evil,1958,95
86928,tt0088846,7.9,177143,7.788692658167733,Brazil,1985,132
43323,tt0044081,8.0,92709,7.787611822375519,A Streetcar Named Desire,1951,122
1624432,tt1188996,8.0,92151,7.786600199742213,My Name Is Khan,2010,165
72210,tt0073707,8.2,47502,7.786218311219,Sholay,1975,198
78768,tt0080455,7.9,169959,7.784591119158388,The Blues Brothers,1980,133
280452,tt0292490,8.1,61884,7.7834860273468065,Dil Chahta Hai,2001,183
287637,tt0299977,7.9,167406,7.7830597798405465,Hero,2002,107
1824972,tt1398426,7.9,167379,7.7830433675193245,Straight Outta Compton,2015,147
480902,tt0499549,7.8,1058927,7.781548572920501,Avatar,2009,162
3256282,tt3553976,7.9,164406,7.781207564702281,Captain Fantastic,2016,118
64911,tt0066206,8.0,88942,7.780590124800337,Patton,1970,172
117618,tt0120338,7.8,972521,7.7799502967857315,Titanic,1997,194
733871,tt0756683,7.9,162230,7.7798269508091655,The Man from Earth,2007,87
4224207,tt5726616,7.9,161603,7.77942316039935,Call Me by Your Name,2017,132
106759,tt0109117,8.2,46102,7.77807094033923,Andaz Apna Apna,1994,160
1983494,tt1562872,8.1,60164,7.777093607627635,Zindagi Na Milegi Dobara,2011,155
2664617,tt2283748,8.2,45531,7.7746551161900435,OMG: Oh My God!,2012,125
876075,tt0903624,7.8,725422,7.773348329340024,The Hobbit: An Unexpected Journey,2012,169
2252771,tt1843866,7.8,680972,7.7716702645430695,Captain America: The Winter Soldier,2014,136
110429,tt0112870,8.1,58716,7.771508433274404,Dilwale Dulhania Le Jayenge,1995,189
45632,tt0046438,8.2,45006,7.77146530297403,Tokyo Story,1953,136
479772,tt0498380,7.9,147420,7.769504697830878,Letters from Iwo Jima,2006,141
784032,tt0808417,8.0,82952,7.768415592115014,Persepolis,2007,96
243416,tt0253779,8.9,16969,7.768212251900212,The Foster Brothers,1976,80
3232771,tt3498820,7.8,601045,7.7680534146906375,Captain America: Civil War,2016,147
115068,tt0117666,8.0,82473,7.767383435839699,Sling Blade,1996,135
122835,tt0126029,7.8,571489,7.766470462992612,Shrek,2001,90
1606547,tt1170358,7.8,571042,7.766445317611845,The Hobbit: The Desolation of Smaug,2013,161
31985,tt0032551,8.0,81893,7.766121261448364,The Grapes of Wrath,1940,129
2828614,tt2545118,8.1,57350,7.766059502125076,Blackfish,2013,83
405154,tt0421715,7.8,546939,7.7650312358485785,The Curious Case of Benjamin Button,2008,166
907903,tt0936501,7.8,542761,7.764773910148812,Taken,2008,94
756931,tt0780504,7.8,528862,7.763889922038341,Drive,2011,100
3340653,tt3748528,7.8,488599,7.761059114211671,Rogue One: A Star Wars Story,2016,133
318752,tt0332280,7.8,482722,7.760608364419899,The Notebook,2004,123
157185,tt0162222,7.8,480126,7.760405918523299,Cast Away,2000,143
231009,tt0240772,7.8,480083,7.760402547700081,Ocean's Eleven,2001,116
297956,tt0310793,7.9,135588,7.759889904600593,Bowling for Columbine,2002,120
3216164,tt3460252,7.8,456161,7.758433871406868,The Hateful Eight,2015,168
94774,tt0096874,7.8,435613,7.756579601531003,Back to the Future Part II,1989,108
408491,tt0425112,7.8,431927,7.756229332037722,Hot Fuzz,2007,121
431823,tt0449059,7.8,414098,7.754452081312144,Little Miss Sunshine,2006,101
3252144,tt3544112,8.0,76350,7.753330044400592,Sing Street,2016,106
107060,tt0109424,8.1,54322,7.753311817654622,Chungking Express,1994,102
360650,tt0375679,7.8,403348,7.753308991754368,Crash,2004,112
47569,tt0048424,8.0,76238,7.753057152452636,The Night of the Hunter,1955,92
1988755,tt1568346,7.8,392465,7.752091792126286,The Girl with the Dragon Tattoo,2011,158
1956899,tt1535109,7.8,392375,7.752081461515424,Captain Phillips,2013,134
1976026,tt1555149,8.0,75701,7.75174030049354,Elite Squad: The Enemy Within,2010,115
161500,tt0166896,8.0,75509,7.7512660557760995,The Straight Story,1999,112
2598672,tt2209418,7.9,125599,7.750596617507421,Before Midnight,2013,109
2630140,tt2245084,7.8,378612,7.750447459441245,Big Hero 6,2014,102
18981,tt0019254,8.2,41671,7.750029248098873,The Passion of Joan of Arc,1928,110
4412329,tt6148156,8.7,19736,7.749982117310442,Vikram Vedha,2017,147
742361,tt0765429,7.8,371016,7.749496990020605,American Gangster,2007,157
48541,tt0049406,8.0,74754,7.749383483369088,The Killing,1956,84
2745340,tt2375559,8.2,41484,7.7487636122976955,1 - Nenokkadine,2014,170
2740635,tt2370248,8.0,74490,7.748718464167253,Short Term 12,2013,96
117962,tt0120731,8.1,53197,7.748324104505287,The Legend of 1900,1998,170
77868,tt0079522,7.9,123125,7.748101265822785,Manhattan,1979,96
149872,tt0154420,8.0,73981,7.747426273729301,The Celebration,1998,105
82138,tt0083922,8.1,52856,7.746783806000821,Fanny and Alexander,1982,188
91743,tt0093773,7.8,349411,7.746582765997793,Predator,1987,107
86359,tt0088258,7.9,121485,7.746400655357204,This Is Spinal Tap,1984,82
2231208,tt1821480,8.1,52764,7.7463659276786165,Kahaani,2012,122
354873,tt0369702,8.0,73447,7.746056253618699,The Sea Inside,2004,125
82083,tt0083866,7.8,342344,7.7455551199965145,E.T. the Extra-Terrestrial,1982,115
85455,tt0087332,7.8,328265,7.743385277341373,Ghostbusters,1984,105
73362,tt0074896,8.2,40604,7.742710810316444,The Message,1976,177
359548,tt0374546,8.0,71975,7.74220159835009,"Spring, Summer, Fall, Winter... and Spring",2003,103
935009,tt0964517,7.8,319764,7.741989302827441,The Fighter,2010,116
116510,tt0119174,7.8,319410,7.741929676838652,The Game,1997,129
2015918,tt1596363,7.8,316989,7.741518586855132,The Big Short,2015,130
112294,tt0114787,8.1,51459,7.7403301115630585,Underground,1995,170
53981,tt0054997,8.0,71255,7.740273232559348,The Hustler,1961,134
1913444,tt1490017,7.8,308015,7.739942645226191,The Lego Movie,2014,100
56493,tt0057565,8.5,24322,7.739690199099793,High and Low,1963,143
53329,tt0054331,7.9,114925,7.739199571198856,Spartacus,1960,197
3945913,tt5104604,7.9,114471,7.738676140559686,Isle of Dogs,2018,101
58979,tt0060107,8.2,40025,7.738638985005767,Andrei Rublev,1966,205
2162446,tt1748122,7.8,295471,7.737591856985499,Moonrise Kingdom,2012,94
10188,tt0010323,8.1,50828,7.737337131402649,The Cabinet of Dr. Caligari,1920,76
89078,tt0091042,7.8,294126,7.737328829365203,Ferris Bueller's Day Off,1986,103
2064786,tt1646971,7.8,283536,7.735177742629709,How to Train Your Dragon 2,2014,102
83968,tt0085809,8.3,32394,7.733738718332927,Koyaanisqatsi,1982,86
2057512,tt1639426,8.2,39332,7.73366909158739,Udaan,2010,134
454208,tt0472043,7.8,273320,7.732957897559667,Apocalypto,2006,139
364648,tt0379786,7.8,272558,7.7327862131080325,Serenity,2005,119
2585801,tt2194499,7.8,270808,7.732388576373864,About Time,2013,123
116512,tt0119177,7.8,264071,7.730812845287144,Gattaca,1997,106
62123,tt0063350,7.9,106719,7.729181818871993,Night of the Living Dead,1968,96
45465,tt0046268,8.1,49128,7.729020073386575,The Wages of Fear,1953,131
5394593,tt8267604,8.4,27073,7.7278666487431105,Capernaum,2018,126
104666,tt0106977,7.8,248511,7.726876798373739,The Fugitive,1993,130
3473199,tt4044364,8.1,48638,7.726551508731905,Citizenfour,2014,114
3860383,tt4912910,7.8,247182,7.726519755163823,Mission: Impossible - Fallout,2018,147
75804,tt0077402,7.9,104639,7.726441117256382,Dawn of the Dead,1978,127
2917571,tt2758880,8.2,38327,7.726268416315315,Winter Sleep,2014,196
5164200,tt7775622,8.2,38268,7.725826642220396,Free Solo,2018,100
183507,tt0190332,7.8,242088,7.725118313065356,"Crouching Tiger, Hidden Dragon",2000,120
1053290,tt1014762,8.6,20661,7.723978887891198,Home,2009,120
443268,tt0460791,7.9,102549,7.723597205779741,The Fall,2006,117
2590317,tt2199711,8.2,37943,7.723378294647538,Vishwaroopam,2013,148
3391541,tt3863552,8.0,65245,7.7229763421796225,Bajrangi Bhaijaan,2015,163
58014,tt0059113,8.0,65192,7.722813553308497,Doctor Zhivago,1965,197
398031,tt0414387,7.8,233810,7.72272323325992,Pride & Prejudice,2005,129
4021883,tt5275892,8.9,15335,7.722362712284617,O.J.: Made in America,2016,467
95691,tt0097814,7.9,101544,7.7221962321406,Kiki's Delivery Service,1989,103
60027,tt0061184,8.0,64980,7.72216048010669,Who's Afraid of Virginia Woolf?,1966,131
57848,tt0058946,8.1,47749,7.721987931105581,The Battle of Algiers,1966,121
759580,tt0783233,7.8,231138,7.721917091567827,Atonement,2007,123
116190,tt0118843,8.1,47626,7.721347726709443,"Black Cat, White Cat",1998,127
87298,tt0089218,7.8,222071,7.719051608646907,The Goonies,1985,114
3468653,tt4034228,7.8,219515,7.718205427069914,Manchester by the Sea,2016,137
139978,tt0144117,7.8,218537,7.7178769550417385,The Boondock Saints,1999,108
275671,tt0287467,7.9,98410,7.717680901061502,Talk to Her,2002,112
343824,tt0358273,7.8,215573,7.7168651511183715,Walk the Line,2005,136
242193,tt0252490,8.8,16541,7.716732866324837,The Chaos Class Is Waking Up,1977,94
3185816,tt3390572,8.1,46609,7.715970059629375,Haider,2014,160
76051,tt0077651,7.8,209087,7.714561680059123,Halloween,1978,91
35987,tt0036613,8.0,62089,7.712937339962567,Arsenic and Old Lace,1944,118
55628,tt0056687,8.1,45974,7.712534167441597,What Ever Happened to Baby Jane?,1962,134
467664,tt0485947,7.8,200374,7.711258619006629,Mr. Nobody,2009,141
106206,tt0108550,7.8,199979,7.711102814040421,What's Eating Gilbert Grape,1993,118
60634,tt0061811,8.0,61505,7.710999364198601,In the Heat of the Night,1967,110
1570422,tt1132620,7.8,199681,7.710984907491065,The Girl with the Dragon Tattoo,2009,152
77208,tt0078841,8.0,61128,7.709734348876092,Being There,1979,130
1364921,tt1069238,8.1,45389,7.709313955305515,Departures,2008,130
2273691,tt1865505,8.1,45179,7.708144886647001,Song of the Sea,2014,93
43934,tt0044706,7.9,91507,7.7068785566532485,High Noon,1952,85
52786,tt0053779,8.0,59871,7.7054353077022775,La Dolce Vita,1960,174
47617,tt0048473,8.6,19713,7.705405586742111,Pather Panchali,1955,125
202695,tt0210945,7.8,186268,7.705333510044114,Remember the Titans,2000,113
3765809,tt4698684,7.9,90149,7.704600995232264,Hunt for the Wilderpeople,2016,101
4490251,tt6320628,7.8,181588,7.703188955796077,Spider-Man: Far from Home,2019,129
2007576,tt1587707,8.0,59173,7.7029926460979175,Exit Through the Gift Shop,2010,87
415489,tt0432283,7.8,179767,7.702328011837844,Fantastic Mr. Fox,2009,87
1668693,tt1235166,7.9,88801,7.702286447395014,A Prophet,2009,155
91178,tt0093191,8.0,58798,7.701663524189121,Wings of Desire,1987,128
3281246,tt3612616,8.1,43997,7.7014319463165055,Mommy,2014,139
18196,tt0018455,8.1,43995,7.701420392782086,Sunrise,1927,94
333113,tt0347304,8.0,58530,7.700706333053993,Kal Ho Naa Ho,2003,186
3830814,tt4846340,7.8,175797,7.700396918280651,Hidden Figures,2016,127
886818,tt0914798,7.8,173741,7.699366512194263,The Boy in the Striped Pajamas,2008,94
38124,tt0038787,7.9,86196,7.697654591891795,Notorious,1946,102
46089,tt0046911,8.0,57637,7.6974720766726765,Diabolique,1955,117
2021921,tt1602620,7.9,85963,7.697229707199698,Amour,2012,127
97974,tt0100157,7.8,167404,7.696052057129789,Misery,1990,107
15096,tt0015324,8.2,34417,7.6950939966676195,Sherlock Jr.,1924,45
88798,tt0090756,7.8,165318,7.694912725018127,Blue Velvet,1986,120
66659,tt0067992,7.8,164171,7.694275549634987,Willy Wonka & the Chocolate Factory,1971,100
3015119,tt2991224,8.2,34098,7.692368608074723,Tangerines,2013,87
82510,tt0084302,9.0,13200,7.69109947643979,The Marathon Family,1982,92
107336,tt0109707,7.8,158649,7.691096602758523,Ed Wood,1994,127
13251,tt0013442,7.9,81876,7.689475654028969,Nosferatu,1922,94
51604,tt0052561,8.0,54878,7.687022709632189,Anatomy of a Murder,1959,161
136380,tt0140352,7.8,151223,7.686507436600216,The Insider,1999,157
4155355,tt5571734,8.2,33378,7.686107780328205,Pink,2016,136
106051,tt0108394,7.9,79549,7.684789907124888,Three Colors: Blue,1993,98
20324,tt0020629,8.0,54003,7.683556320646051,All Quiet on the Western Front,1930,136
36238,tt0036868,8.0,53896,7.683127154735348,The Best Years of Our Lives,1946,170
57243,tt0058331,7.8,145775,7.682886839408579,Mary Poppins,1964,139
46691,tt0047528,8.0,53775,7.682640431609013,La Strada,1954,108
49722,tt0050613,8.1,40550,7.68047292143402,Throne of Blood,1957,110
95107,tt0097216,7.9,76749,7.678867605578433,Do the Right Thing,1989,120
1621172,tt1185616,8.0,52727,7.67836144454308,Waltz with Bashir,2008,90
61037,tt0062229,8.1,40150,7.677897160399079,Le Samouraï,1967,105
90982,tt0092991,7.8,137563,7.67697077440746,Evil Dead II,1987,84
1879221,tt1454468,7.7,720402,7.676522735383055,Gravity,2013,91
400019,tt0416449,7.7,699201,7.675835437951618,300,2006,117
5146825,tt7738784,9.3,10399,7.675660329387836,Peranbu,2018,147
1558327,tt1119646,7.7,677993,7.675106437759694,The Hangover,2009,100
52242,tt0053221,8.0,51748,7.674258612602283,Rio Bravo,1959,141
23814,tt0024216,7.9,74506,7.673882981930738,King Kong,1933,100
37697,tt0038355,7.9,74407,7.673657790698845,The Big Sleep,1946,114
1229831,tt1045658,7.7,626799,7.67315123220502,Silver Linings Playbook,2012,122
48860,tt0049730,7.9,74173,7.673123733274178,The Searchers,1956,119
1702635,tt1270798,7.7,617273,7.672753019354699,X-Men: First Class,2011,131
49889,tt0050783,8.1,39270,7.672117628753695,The Nights of Cabiria,1957,110
1396339,tt1074638,7.7,597439,7.671884795136552,Skyfall,2012,143
344003,tt0358456,8.7,16309,7.6711685104940806,Earthlings,2005,95
438706,tt0456144,8.1,39089,7.670909204387648,"Carry On, Munna Bhai",2006,144
1716206,tt1285016,7.7,575772,7.670870812887419,The Social Network,2010,120
63940,tt0065214,7.9,73053,7.6705322631638,The Wild Bunch,1969,135
2745381,tt2375605,8.2,31658,7.670507254050619,The Act of Killing,2012,117
368750,tt0384116,8.0,50768,7.670045401752719,G.O.R.A.,2004,127
2935567,tt2802144,7.7,552743,7.669709715219398,Kingsman: The Secret Service,2014,129
1109793,tt1024648,7.7,540680,7.669063781643332,Argo,2012,120
360584,tt0375611,8.2,31451,7.668565658712865,Black,2005,122
2835438,tt2562232,7.7,528832,7.6684019702725745,Birdman or (The Unexpected Virtue of Ignorance),2014,119
2660228,tt2278871,7.8,126678,7.66814172127797,Blue Is the Warmest Color,2013,180
370416,tt0386032,7.9,71947,7.667914427470681,Sicko,2007,123
69096,tt0070510,8.1,38606,7.66765085054869,Paper Moon,1973,102
316901,tt0330373,7.7,497234,7.6664901174569255,Harry Potter and the Goblet of Fire,2005,157
243261,tt0253614,8.8,14682,7.665984577390252,"Saban, Son of Saban",1977,90
1834287,tt1408101,7.7,448447,7.663037045329255,Star Trek Into Darkness,2013,132
1098130,tt1022603,7.7,446216,7.662862042035925,500 Days of Summer,2009,95
3626673,tt4387040,8.0,49142,7.662809203959969,Airlift,2016,130
3384964,tt3848892,8.0,49069,7.662476879666257,Baby,2015,159
77771,tt0079417,7.8,120366,7.662416245889684,Kramer vs. Kramer,1979,105
897724,tt0926084,7.7,433387,7.661822652038561,Harry Potter and the Deathly Hallows: Part 1,2010,146
452949,tt0470752,7.7,432611,7.661757912287948,Ex Machina,2014,108
97967,tt0100150,7.8,119374,7.661470901962957,Miller's Crossing,1990,115
15419,tt0015648,8.0,48783,7.661168561863844,Battleship Potemkin,1925,75
164241,tt0169858,8.2,30659,7.661003611275804,Neon Genesis Evangelion: The End of Evangelion,1997,90
3922640,tt5052448,7.7,420014,7.660675394481972,Get Out,2017,104
104186,tt0106489,7.8,118245,7.660379070822716,A Bronx Tale,1993,121
4106606,tt5463162,7.7,414758,7.660205385689402,Deadpool 2,2018,119
357272,tt0372183,7.7,411470,7.659905606341788,The Bourne Supremacy,2004,108
45555,tt0046359,8.0,48504,7.659882455376578,Stalag 17,1953,120
116454,tt0119116,7.7,408312,7.65961339635182,The Fifth Element,1997,126
106015,tt0108358,7.8,116975,7.659130128543758,Tombstone,1993,130
426629,tt0443706,7.7,402070,7.659023110965416,Zodiac,2007,157
55173,tt0056218,7.9,68094,7.65830880615292,The Manchurian Candidate,1962,126
321687,tt0335266,7.7,378857,7.656667830444935,Lost in Translation,2003,102
95322,tt0097441,7.8,114299,7.656423951356435,Glory,1989,122
312394,tt0325710,7.7,374524,7.656197875471812,The Last Samurai,2003,154
382324,tt0398286,7.7,372705,7.655997535862008,Tangled,2010,100
96921,tt0099077,7.8,113645,7.655746691189729,Awakenings,1990,121
4415451,tt6155172,7.8,113376,7.655466265826442,Roma,2018,135
3010617,tt2980516,7.7,367413,7.655404127793932,The Theory of Everything,2014,123
66846,tt0068182,8.0,47523,7.655281772679012,"Aguirre, the Wrath of God",1972,95
135716,tt0139654,7.7,361543,7.654726899723964,Training Day,2001,122
2024977,tt1605783,7.7,361120,7.654677302393038,Midnight in Paris,2011,94
2184789,tt1772341,7.7,351879,7.653565998636168,Wreck-It Ralph,2012,101
65868,tt0067185,7.9,66231,7.653373305126547,Harold and Maude,1971,91
2039619,tt1620933,8.2,29802,7.652574723550234,Paan Singh Tomar,2012,135
254261,tt0265086,7.7,343824,7.65255189467063,Black Hawk Down,2001,144
332162,tt0346336,8.5,19229,7.652139998643424,The Best of Youth,2003,366
52484,tt0053472,7.9,65741,7.652041524779317,Breathless,1960,90
347325,tt0361862,7.7,333309,7.651159474085218,The Machinist,2004,101
3588381,tt4302938,7.8,107807,7.649405528323055,Kubo and the Two Strings,2016,101
2843872,tt2582846,7.7,320433,7.649338945613187,The Fault in Our Stars,2014,126
370447,tt0386064,8.1,36019,7.649320703387469,Tae Guk Gi: The Brotherhood of War,2004,140
90958,tt0092965,7.8,107261,7.6487838440659,Empire of the Sun,1987,153
2747419,tt2377938,8.0,46158,7.6486691587734335,Special 26,2013,144
314703,tt0328107,7.7,311288,7.647961271291274,Man on Fire,2004,146
879939,tt0907657,7.8,105810,7.647106490329485,Once,2007,86
152244,tt0156887,8.0,45796,7.64687270467258,Perfect Blue,1997,81
373117,tt0388795,7.7,303367,7.646705972281015,Brokeback Mountain,2005,134
407273,tt0423866,8.0,45536,7.6455710559147105,3-Iron,2004,88
117858,tt0120601,7.7,291466,7.644701800509376,Being John Malkovich,1999,113
408588,tt0425210,7.7,289912,7.644428919825221,Lucky Number Slevin,2006,110
89201,tt0091167,7.9,62512,7.6428924033275445,Hannah and Her Sisters,1986,107
4043426,tt5323662,8.2,28787,7.642244408500194,A Silent Voice,2016,130
1939930,tt1517451,7.7,274507,7.6415706477644925,A Star Is Born,2018,136
95812,tt0097937,7.9,61995,7.641364446232542,My Left Foot,1989,103
366654,tt0381849,7.7,272713,7.641218556126202,3:10 to Yuma,2007,122
243629,tt0253997,8.6,16698,7.640721377524102,The King of the Street Cleaners,1977,80
183750,tt0190590,7.7,267662,7.6402040579234765,"O Brother, Where Art Thou?",2000,107
55860,tt0056923,7.9,61428,7.639667700282315,Charade,1963,113
74705,tt0076276,8.9,12673,7.639150054415629,Who's Singin' Over There?,1980,86
73493,tt0075029,7.9,60925,7.638143729997091,The Outlaw Josey Wales,1976,135
116351,tt0119008,7.7,257823,7.638123844241806,Donnie Brasco,1997,127
117120,tt0119822,7.7,257692,7.638095170715833,As Good as It Gets,1997,139
2330444,tt1924396,7.8,97695,7.636994172541669,The Best Offer,2013,131
4314264,tt5929776,8.3,24011,7.636883556752567,Before the Flood,2016,96
242192,tt0252489,8.7,14958,7.63638320236248,The Chaos Class Is on Vacation,1977,97
2008031,tt1588170,7.8,96078,7.63481722525975,I Saw the Devil,2010,142
60255,tt0061418,7.8,95580,7.634135014098524,Bonnie and Clyde,1967,111
32330,tt0032904,7.9,59250,7.6329376854599404,The Philadelphia Story,1940,112
34839,tt0035446,8.3,23704,7.632703679369251,To Be or Not to Be,1942,99
246561,tt0257044,7.7,230509,7.631509261904669,Road to Perdition,2002,117
